"auth_wikidataid";"dest_wikidataid";"auth_fio_short";"dest_fio_short";"weight"
"Q5565527";"random_id88cd09f9789bfd6e44b0a1ca92c92903e3448d00";"Баранцевич, К. С.";"ред. «Речи»";1
"Q5565527";"random_id39b04dabd0bbf5607da6cb305f389194ece00e45";"Баранцевич, К. С.";"ред. «Слова»";1
"Q364252";"Q327015";"Баратынский, Е.";"Дельвиг, А. А.";1
"Q364252";"random_id9cd778452b8c51b113b8a21eb6e0387e089444b1";"Баратынский, Е.";"Муханов, А. А.";1
"Q364252";"random_id812859e6c00c759c61f2045fe4c2587a187e9fd1";"Баратынский, Е.";"Елагина, А. П.";1
"Q364252";"Q7200";"Баратынский, Е.";"Пушкин, А. С.";1
"Q364252";"random_id3bb849ee764dd86554658647638321671251e653";"Баратынский, Е.";"Баратынская, А. Ф.";1
"Q364252";"random_id5f064a10d6231084882dbbd6460bd75da84f7519";"Баратынский, Е.";"Баратынские, А. Ф.";1
"Q364252";"random_idd0fd88a908cf959ff015b45b52380e237505a214";"Баратынский, Е.";"Баратынские, Б. А.";1
"Q364252";"random_idb785a854f22d1a089ee677d981e413442277a23a";"Баратынский, Е.";"Баратынские, Е. А.";1
"Q364252";"random_id75c50b97286834f0d990f1ccfd51289ca5ae98d8";"Баратынский, Е.";"Баратынские, Н. А.";1
"Q364252";"Q157623";"Баратынский, Е.";"Жуковский, В. А.";1
"Q364252";"Q711847";"Баратынский, Е.";"Тургенев, А. И.";1
"Q364252";"random_id282fe72db639605873275fdb128f27a89291b514";"Баратынский, Е.";"Свербеев, Д. Н.";1
"Q364252";"Q981960";"Баратынский, Е.";"Киреевский, И. В.";1
"Q364252";"random_id5f6eb18a2ba947f33fa0dbceb213740d6306f002";"Баратынский, Е.";"Языков, И. М.";1
"Q364252";"Q21644125";"Баратынский, Е.";"Путята, Н. В.";1
"Q364252";"random_idf9194bfd72cb906143c7092333e6038dbd7652da";"Баратынский, Е.";"Путята, С. Л.";1
"Q364252";"random_iddde4a932e8899c2d8f55c9eec2153405ce641e50";"Баратынский, Е.";"Баратынская, Н. Л.";1
"Q364252";"Q4231973";"Баратынский, Е.";"Коншин, Н. М.";1
"Q364252";"Q552437";"Баратынский, Е.";"Языков, Н. М.";1
"Q364252";"random_id752fc8d27ce4706cb4be2b8dccaf2ffe415d7e98";"Баратынский, Е.";"Баратынский, П. А.";1
"Q364252";"Q19425";"Баратынский, Е.";"Вяземские";1
"Q364252";"Q2993843";"Баратынский, Е.";"Плетнёв, П А.";1
"Q364252";"random_id28e324afb0173449f1ac2b190a30d65f91abf302";"Баратынский, Е.";"Энгельгардт, С. Л.";1
"Q18400114";"Q968274";"Баратынский, С. А.";"Козлов, И. И.";1
"random_id42ad278eb47a28de1bb55204a9f3f8952776ef7a";"Q706752";"Баратыский, Е. А.";"Кюхельбекер, В. К.";1
"Q4078671";"Q171976";"Бартенев, П. И.";"Островский, Н. Н.";1
"Q4078671";"Q208003";"Бартенев, П. И.";"Н. А Некрасов";1
"Q30880014";"Q1093709";"Бартенев, Ю. Н.";"Погодин, М. П.";1
"Q4078841";"random_idc1aac3d45979435e546be3c81516abd99a613edb";"Барыкова, А. П.";"Без адресатов";1
"Q4310350";"Q4515202";"Барышев, И. И.";"Чехов, А. П.";1
"Q4310350";"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Барышев, И. И.";"Чернышевский, Н. Г.";1
"Q1496509";"random_id79468b4eb5f74f08894a9e7a606ccae248eee9ad";"Батеньков, Г. С.";"Елагина, А. А.";1
"Q1496509";"random_idcfcae6de2b9220eb3c3d843d00c6a33aaa6426aa";"Батеньков, Г. С.";"Елагин, А. А.";1
"Q1496509";"random_ide5c4343a333e1defa91d2b22571a2ed49e9b7d32";"Батеньков, Г. С.";"Елагин, А. П.";1
"Q1496509";"random_id786217bcbd786a479581fa685c8069908ba60ad0";"Батеньков, Г. С.";"Пелопидас, А. В.";1
"Q1496509";"random_idd99d4326eb046feaf194df87e94ce9e019f4c8fe";"Батеньков, Г. С.";"Лучшев, А. И.";1
"Q1496509";"random_id812859e6c00c759c61f2045fe4c2587a187e9fd1";"Батеньков, Г. С.";"Елагина, А. П.";1
"Q1496509";"random_idf2b48d129e24a6a146b3e46eff0d3cec559b10c0";"Батеньков, Г. С.";"Орлов, А. Ф.";1
"Q1496509";"random_id831d8d08f77cd67a897ccbf0e769a327d15d1e93";"Батеньков, Г. С.";"Батенькова";1
"Q1496509";"Q4164710";"Батеньков, Г. С.";"Долгоруков, В. А.";1
"Q1496509";"Q157623";"Батеньков, Г. С.";"Жуковский, В. А.";1
"Q1496509";"random_id83411caa289f694e8cbff448d4b0e875b273f51b";"Батеньков, Г. С.";"Левашов, В. В.";1
"Q1496509";"random_id9eb75614d9f7c07431557a8d787c5e9aac77989e";"Батеньков, Г. С.";"Штейнгель, В. И.";1
"Q1496509";"random_id263791282005644c991f21e74c8477af36956f3c";"Батеньков, Г. С.";"Сперанская-Багреева, Е. М.";1
"Q1496509";"random_id60059243c8589fae86330e42d265575c3d76f803";"Батеньков, Г. С.";"Оболенский, Е. П.";1
"Q1496509";"Q1963722";"Батеньков, Г. С.";"Пущин, И. И.";1
"Q1496509";"random_id1dc15099093d93d9ec830feaa40cfcd26575dbd6";"Батеньков, Г. С.";"Скобелев, И. Н.";1
"Q1496509";"Q527037";"Батеньков, Г. С.";"Сперанский, М. М.";1
"Q1496509";"Q4085903";"Батеньков, Г. С.";"Бестужев, Н. А.";1
"Q1496509";"random_idc4af3fcbf8e5d441cc484cd2587a65331d13346c";"Батеньков, Г. С.";"Кашкин, Н. С.";1
"Q1496509";"random_id8faeb2a3b95b6970e60d23f65e144c32a529b13a";"Батеньков, Г. С.";"Неизвестный";1
"Q1496509";"random_id1f6517e15f07fe59d651c297d9b298fae39de694";"Батеньков, Г. С.";"Неизвестные лица";1
"Q1496509";"Q130734";"Батеньков, Г. С.";"Николай I";1
"Q1496509";"random_id883456942dde5fc0177652a71e9d48c0fa8c56b0";"Батеньков, Г. С.";"Бреззовский, О. П.";1
"Q1496509";"random_iddabfb7265f1bafe20cc34caf3f902480fa3c0c79";"Батеньков, Г. С.";"Киреевский, П. В.";1
"Q1496509";"Q4177600";"Батеньков, Г. С.";"Ешевский, С. В.";1
"Q1496509";"random_id51bf564791e11ba6e6b1bc7b73d8fd8b29c2efa3";"Батеньков, Г. С.";"Аргамаков, С. Т.";1
"Q1496509";"random_ide92b04a80563f685f1b07c2f47f3d0eaa71900c8";"Батеньков, Г. С.";"Следственная комиссия";1
"Q1496509";"random_id22abe8fa40ec3b8710bf44493d6b9d208c6aa1cb";"Батеньков, Г. С.";"Муратов, Ф. Н.";1
"Q24351789";"Q711847";"Батюшков, К. Н.";"Тургенев, А. И.";1
"Q24351789";"random_idfd01a2860fd3b56ca836610a08f63ca2cf46b379";"Батюшков, К. Н.";"Батюшкова, А. П.";1
"Q24351789";"Q157623";"Батюшков, К. Н.";"Жуковский, В. А.";1
"Q24351789";"Q4384716";"Батюшков, К. Н.";"Пушкин, В. Л.";1
"Q24351789";"random_id0c899862ba00effabfc3244586ffbd85efd70173";"Батюшков, К. Н.";"Гревенс, Г. А.";1
"Q24351789";"Q3033149";"Батюшков, К. Н.";"Дашков, Д. В.";1
"Q24351789";"Q15070216";"Батюшков, К. Н.";"Княжевич, Д. М.";1
"Q24351789";"random_id004734cc416e88fb87e86b4f26e5f032e8baea02";"Батюшков, К. Н.";"Княжевичи, Н. М.";1
"Q24351789";"random_id1d6abdd6547a9740a4809527dacebbffaae21db6";"Батюшков, К. Н.";"Блудов, Д. Н.";1
"Q24351789";"random_id067c267d6b2d2c9d02a8be3d3e93a4a7470b44ca";"Батюшков, К. Н.";"Муравьёва, Е. Ф.";1
"Q24351789";"random_id0a962e8357ab0225c090a515f7bfc0f9b22c340b";"Батюшков, К. Н.";"Энгельмейер, И. И.";1
"Q24351789";"random_id062d929e740333063523456f6306d6c00e3b0581";"Батюшков, К. Н.";"Издатели ""Сына отечества""";1
"Q24351789";"random_id6be34491d5b33b7273047c11db5272c2ba66ca76";"Батюшков, К. Н.";"другие русские журналы";1
"Q24351789";"Q629784";"Батюшков, К. Н.";"Загоскин, М. Н.";1
"Q24351789";"Q443194";"Батюшков, К. Н.";"Орлов, М. Ф.";1
"Q24351789";"Q665996";"Батюшков, К. Н.";"Гнедич, Н. И.";1
"Q24351789";"Q191598";"Батюшков, К. Н.";"Карамзин, Н. М.";1
"Q24351789";"Q546048";"Батюшков, К. Н.";"Румянцев, Н. П.";1
"Q24351789";"random_id8faeb2a3b95b6970e60d23f65e144c32a529b13a";"Батюшков, К. Н.";"Неизвестный";1
"Q24351789";"Q19425";"Батюшков, К. Н.";"Вяземские";1
"Q4079646";"Q4515202";"Батюшков, Ф. Д.";"Чехов, А. П.";1
"Q1977656";"Q7200";"Башилов, А. А.";"Пушкин, А. С.";1
"Q255253";"random_id5a1c6651e429709a16cb30a1ce904bdf913068be";"Башкирцева, М. К.";"Мопассан, Гюи де";1
"Q255253";"random_id7487c2362aaf4d6c3d3eb5ed074fae60de99bc05";"Башкирцева, М. К.";"Родственники и знакомые";1
"random_id5a3118f7256500befe163805cee7d94596799d5e";"Q208003";"Башмаков, И. И.";"Н. А Некрасов";1
"random_id48cae140598c9ef9815d130f6c10c7ec404c3325";"Q4515202";"Баяров, П. Н.";"Чехов, А. П.";1
"Q4080482";"Q25672";"Бегичев, Д. Н.";"Бенкендорф, А. Х.";1
"Q4080482";"Q1987382";"Бегичев, Д. Н.";"Антоний";1
"Q4080482";"random_id769ee4847a4f042d710e6b0dd08a17d96b7e874d";"Бегичев, Д. Н.";"Ион, Б. И.";1
"Q4080482";"Q4398545";"Бегичев, Д. Н.";"Ростовцев, Я. И.";1
"Q4080483";"Q706752";"Бегичев, С. Н.";"Кюхельбекер, В. К.";1
"Q4080959";"Q2628103";"Безобразов, П. В.";"Дружинин, А. В.";1
"random_id106fc1f4b63085080474aba2223bee76af23fe81";"Q7200";"Безобразова, М. В.";"Пушкин, А. С.";1
"random_id4939d0f3bc20042d989e5db11861eb5a3e737ee2";"Q2628103";"Бекетов, В. Н.";"Дружинин, А. В.";1
"random_id4939d0f3bc20042d989e5db11861eb5a3e737ee2";"Q208003";"Бекетов, В. Н.";"Н. А Некрасов";1
"Q29881201";"Q4230804";"Беклемишев, Н. В.";"Кони, Ф. А.";1
"random_iddf85969a40ea2b808ce05f4e18073b997b5ecc2e";"Q7200";"Беклемишев, П. Н.";"Пушкин, А. С.";1
"Q526652";"random_id4e550a04fd564a1fda8e1a8e33ae0bdf8ae3b044";"Белёвский, А.";"Востоков, А. Х.";1
"Q4081870";"Q1968651";"Белецкий-Носенко, П. П.";"Данилевский, Г. П.";1
"random_id445f98a71b017f3644a5364432d485a7224df61f";"Q374362";"Белинская, М. В.";"Огарёв, Н. П.";1
"random_idc5e1f39bf9df4307352e9556ab75d5516e8f66d1";"Q208003";"Белинская, М. И.";"Н. А Некрасов";1
"Q192885";"random_id430cf31fd5ec2c0effe30688eebd634f2a081863";"Белинский, В. Г.";"Беер, А. А.";1
"Q192885";"Q2846822";"Белинский, В. Г.";"Краевский, А. А.";1
"Q192885";"random_id6de6852902533d19bb91a7f13c640737a6c0f562";"Белинский, В. Г.";"Бакунин, А. А.";1
"Q192885";"random_id7e4aaba88e92e2266ea6acf9b8adfeb9716b0a18";"Белинский, В. Г.";"Бакунин, В. А.";1
"Q192885";"random_id19ad1f4fbe3478f088fa0deec1f522792dcb8449";"Белинский, В. Г.";"Бакунин, Н. А.";1
"Q192885";"random_id6ef9a4773413085e940ec1c5c026799f0e891637";"Белинский, В. Г.";"Бакунин, Т. Л.";1
"Q192885";"random_id839b9cccf1b2a010154aad5347d05090c21487c6";"Белинский, В. Г.";"Бакунин, Л. А.";1
"Q192885";"random_iddb6d5fcc42bc5cacb3f814183533bad8dda3428a";"Белинский, В. Г.";"Т. А Бакунины";1
"Q192885";"random_id740531369c0c5bd6ba9cbecf357f23a3f2a0a3ed";"Белинский, В. Г.";"Бакунин, Т. А.";1
"Q192885";"Q444969";"Белинский, В. Г.";"Кольцов, А. В.";1
"Q192885";"random_idba244707471a06577c66639faf4141949d167bf3";"Белинский, В. Г.";"Белинские, А. Г.";1
"Q192885";"random_id110d5e524614769f0e08a797e1ece904783d109a";"Белинский, В. Г.";"Белинские, Г. Н.";1
"Q192885";"random_id1b9a6cdc5153edfd4562761ac856901e71b7056c";"Белинский, В. Г.";"Белинские, К. Г.";1
"Q192885";"random_ideb75d4a407cc5dfbf2dc3b0fd82e5956fc88bc6f";"Белинский, В. Г.";"Белинские, Н. Г.";1
"Q192885";"Q3260645";"Белинский, В. Г.";"Ясинский, И. И.";1
"Q192885";"Q4369283";"Белинский, В. Г.";"Иванов, А. П.";1
"Q192885";"Q4221778";"Белинский, В. Г.";"Иванов, Д. П.";1
"Q192885";"random_id1ab95c3b2b79cdc387f4b81a0fb094f3ea65a962";"Белинский, В. Г.";"Иванов, Е. П.";1
"Q192885";"Q4321754";"Белинский, В. Г.";"Иванов, П. П.";1
"Q192885";"random_ida872f979919b8d079cddf7e01b9f31e1fb5e683a";"Белинский, В. Г.";"Иванов, Ф. С.";1
"Q192885";"Q4132269";"Белинский, В. Г.";"Галахов, А. Д.";1
"Q192885";"Q201221";"Белинский, В. Г.";"Герцен, А. И.";1
"Q192885";"Q4177517";"Белинский, В. Г.";"Маслов, А. Н.";1
"Q192885";"random_idefb451e4e4cd56bbb6936ddc028f1f3c167e8d4f";"Белинский, В. Г.";"Бакунин, А. М.";1
"Q192885";"Q4246771";"Белинский, В. Г.";"Кульчицкий, А. Я.";1
"Q192885";"Q4214371";"Белинский, В. Г.";"Колосова, А. М.";1
"Q192885";"random_idcb5f670f964d72bd025b9a8cb630e0e30719a414";"Белинский, В. Г.";"Боткин, В. И.";1
"Q192885";"Q2385068";"Белинский, В. Г.";"Боткин, В. П.";1
"Q192885";"Q468067";"Белинский, В. Г.";"Одоевский, В. Ф.";1
"Q192885";"random_id8af2b8108a229af06ea90077890b1cd411a2ba29";"Белинский, В. Г.";"Белинский, Г.";1
"Q192885";"random_id7d2d09ca89f1819575e50fe143f0fa67ae37804c";"Белинский, В. Г.";"Белинский, Г. Н.";1
"Q192885";"random_idc83d1366a4a442c1b40af5655123a5fe9cb41c1b";"Белинский, В. Г.";"Иванов, Д. И.";1
"Q192885";"random_id7fb2b6047253162890f2bbf752f8e4a8bf0a137e";"Белинский, В. Г.";"Иванов, Д. Л.";1
"Q192885";"random_ida70bac6d90cbf6c83e7a2c87a3adb0dd6eeeb191";"Белинский, В. Г.";"Белинский, Н. Г.";1
"Q192885";"Q2992931";"Белинский, В. Г.";"Панаев, И. И.";1
"Q192885";"random_id840a60c1ad31c8116e27fead3a82395066804aeb";"Белинский, В. Г.";"Ханенка, И. И.";1
"Q192885";"Q358935";"Белинский, В. Г.";"Иванов, И. И.";1
"Q192885";"Q42831";"Белинский, В. Г.";"Тургенев, И. С.";1
"Q192885";"random_idcdc546ef756d9b9ea0f9f0be3e764db02530e9c4";"Белинский, В. Г.";"Белинский, К. Г.";1
"Q192885";"Q2993155";"Белинский, В. Г.";"Кавелин, К. Д.";1
"Q192885";"Q722730";"Белинский, В. Г.";"Аксаков, К.";1
"Q192885";"Q27645";"Белинский, В. Г.";"Бакунин, М. А.";1
"Q192885";"random_id239d7f70e155590059cb630bad78a13c85ae4301";"Белинский, В. Г.";"Языков, М. А.";1
"Q192885";"random_id445f98a71b017f3644a5364432d485a7224df61f";"Белинский, В. Г.";"Белинская, М. В.";1
"Q192885";"random_idf65122a75a03f8ceb5540bbdef85e307493f261b";"Белинский, В. Г.";"Орлова, М. В.";1
"Q192885";"random_idc5e1f39bf9df4307352e9556ab75d5516e8f66d1";"Белинский, В. Г.";"Белинская, М. И.";1
"Q192885";"Q1232598";"Белинский, В. Г.";"Попов, М. М.";1
"Q192885";"Q441628";"Белинский, В. Г.";"Катков, М.";1
"Q192885";"random_idb25a95299cd1b094b5a8cc63bbd02d74083ba9e7";"Белинский, В. Г.";"Куторга, М. С.";1
"Q192885";"Q1377722";"Белинский, В. Г.";"Щепкин, М. С.";1
"Q192885";"random_id174e5eab70fbbfe7a9615df9ceb9f9c05199034e";"Белинский, В. Г.";"Бакупино, Н. А.";1
"Q192885";"Q2627596";"Белинский, В. Г.";"Полевой, Н. А.";1
"Q192885";"Q43718";"Белинский, В. Г.";"Гоголь, Н. В.";1
"Q192885";"Q983724";"Белинский, В. Г.";"Станкевич, Н. В.";1
"Q192885";"Q4408990";"Белинский, В. Г.";"Сатин, Н. М.";1
"Q192885";"random_id4d4179b723f9b13f77bbf4fbd20d735079ddcce2";"Белинский, В. Г.";"Щепкино, Н. М.";1
"Q192885";"random_idd94fc0b2d4caee7b24a8d75867c5d8c8ee018d3e";"Белинский, В. Г.";"Селивановский, Н. С.";1
"Q192885";"Q4219851";"Белинский, В. Г.";"Кетчер, Н. Х.";1
"Q192885";"Q1373475";"Белинский, В. Г.";"Анненков, П. В.";1
"Q192885";"Q4244607";"Белинский, В. Г.";"Кудрявцев, П. Н.";1
"Q192885";"random_iddccf0ab10744243f16b7c73212cc9e62bd41e6a1";"Белинский, В. Г.";"Клюшников, П. П.";1
"Q192885";"Q315188";"Белинский, В. Г.";"Аксаков, С. Т.";1
"Q192885";"random_id4527a4eb8f414c984f5b59e55f0ebfd2c03f93cc";"Белинский, В. Г.";"Бакунина, Т. А.";1
"Q192885";"Q991";"Белинский, В. Г.";"Достоевский, Ф. М.";1
"random_ide49fb257e45a4fd623068e2fbaf632e6999bd2be";"Q7200";"Беллизар, Ф. М.";"Пушкин, А. С.";1
"Q13552164";"Q1968651";"Белозерский, В. М.";"Данилевский, Г. П.";1
"random_idb080cf600e4af2aa6c983e4702c867d6f3486829";"Q1968651";"Белозерский, Л.";"Данилевский, Г. П.";1
"Q4082856";"Q4515202";"Белоусов, И. А.";"Чехов, А. П.";1
"Q25672";"Q7200";"Бенкендорф, А. Х.";"Пушкин, А. С.";1
"Q25672";"Q629784";"Бенкендорф, А. Х.";"Загоскин, М. Н.";1
"Q4083835";"Q201221";"Бенни, А. И.";"Герцен, А. И.";1
"Q532470";"Q83171";"Берви, В. В.";"Александр II";1
"Q532470";"random_id29ba7fb8aab22c15e746aae831d3283ad0aefc4e";"Берви, В. В.";"Маркс, К.";1
"Q532470";"random_id8faeb2a3b95b6970e60d23f65e144c32a529b13a";"Берви, В. В.";"Неизвестный";1
